,status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares,content,candidate_label,classification
3261,15704546335_10154010890611336,"“We’ll rebuild the Republican Party, because right now the Republican Party is a total mess. Just like our country is a mess.” – Donald J. Trump

MORE: http://bit.ly/202TOZC",,video,https://www.facebook.com/FoxNews/videos/10154010890611336/,2016-01-26 19:00:00,6263,1822,1754,ll rebuild Republican Party Republican Party total mess country mess  MORE httpbitlyTOZC,trump,Neutral
3262,15704546335_10154010281321336,"Dixie Chicks member Natalie Maines also took aim at Donald J. Trump, tweeting, ""As long as Donald Trump's decisions for America are as solid as his decision about his hair, we're in good shape.""",Natalie Maines is 'Ashamed' of Ted Cruz,link,http://www.foxnews.com/entertainment/2016/01/25/natalie-maines-is-ashamed-once-again-this-time-ted-cruz/?intcmp=hpff,2016-01-26 17:00:01,8176,23938,2899,Dixie Chicks member Natalie Maines aim   tweeting long  s decisions America solid decision hair good shape,trump,Neutral
3268,15704546335_10154007484921336,A new Fox News poll shows Donald J. Trump regaining the lead in Iowa.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154007484921336/?type=3,2016-01-25 09:05:50,10259,1197,834,Fox News poll   regaining lead Iowa,trump,Neutral
3269,15704546335_10154005622866336,"""It's kind of curious to see Donald all upset that I'm repeating his own words that he used explaining why he believes what he believes.""

Yesterday on ""MediaBuzz,"" Ted Cruz talked about ""New York Values"" and Donald J. Trump.",,video,https://www.facebook.com/FoxNews/videos/10154005622866336/,2016-01-25 05:00:00,1858,519,291,kind curious  upset repeating explaining believes believesYesterday MediaBuzz Ted Cruz talked York Values  ,trump,Neutral
3270,15704546335_10154005651581336,"""[African Americans] are going to like me better than they like Obama. The truth is, Obama has done nothing for them."" – Donald J. Trump",,video,https://www.facebook.com/FoxNews/videos/10154005651581336/,2016-01-24 23:00:00,19092,3869,8096,African Americans going better Obama truth Obama  ,trump,Neutral
3272,15704546335_10154005537681336,Tina Fey brought back her celebrated Sarah Palin impersonation as she spoofed the former Alaska governor's endorsement of Donald Trump during last night's SNL cold open.,SNL Brings Back Tina Fey to Spoof Sarah Palin's Trump Endorsement,link,http://insider.foxnews.com/2016/01/24/snl-brings-back-tina-fey-spoof-sarah-palins-trump-endorsement,2016-01-24 13:40:01,5235,1883,915,Tina Fey brought celebrated Sarah Palin impersonation spoofed Alaska governors endorsement   nights SNL cold open,trump,Neutral
3273,15704546335_10154005587051336,"""The problem with Cruz is that everybody hates him.""

Today on ""MediaBuzz,"" Donald J. Trump slammed Ted Cruz, going so far as to call the Texas senator ""nasty.""",,video,https://www.facebook.com/FoxNews/videos/10154005587051336/,2016-01-24 12:01:07,5047,2868,623,problem Cruz hates himToday MediaBuzz   slammed Ted Cruz going call Texas senator nasty,trump,Neutral
3274,15704546335_10154005361596336,"With just over a week until the first 2016 election contest, Donald J. Trump takes the lead in Iowa – and maintains his big advantage in New Hampshire.","Fox News Poll: Trump Gains in Iowa, Still Dominates in New Hampshire",link,http://www.foxnews.com/politics/2016/01/24/fox-news-poll-trump-gains-in-iowa-still-dominates-in-new-hampshire.html?intcmp=hpbt2,2016-01-24 09:40:00,8014,1783,1372,week election contest   takes lead Iowa maintains big advantage Hampshire,trump,Neutral
3276,15704546335_10154004123026336,Tune in tonight at 9p ET when Donald J. Trump talks to Judge Jeanine Pirro!,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154004123026336/?type=3,2016-01-23 17:27:17,1154,396,137,Tune tonight   talks Judge Jeanine Pirro,trump,Neutral
3277,15704546335_10154001639816336,ICYMI: Whoopi Goldberg is planning to move out of the country if Donald J. Trump is the next president of the United States.,Whoopi Goldberg: I'll Move if Donald Trump is Elected,link,http://fxn.ws/1Jp2YYW,2016-01-23 04:00:00,51904,33296,8893,ICYMI Whoopi Goldberg planning move country   president United States,trump,Neutral
3280,15704546335_10154001927931336,"Four candidates – Donald J. Trump, Ted Cruz, Marco Rubio, and Dr. Ben Carson – command nearly three-quarters of the Republican Party’s support.  The rest are just trying to break through.","Fox News Poll: Trump, Cruz Top GOP Race, Few Have 'Birther' Concerns",link,http://www.foxnews.com/politics/2016/01/22/fox-news-poll-trump-cruz-top-gop-race-few-have-birther-concerns.html,2016-01-22 18:30:00,2954,925,331,candidates   Ted Cruz Marco Rubio Dr Ben Carson command threequarters Republican Party support rest break,trump,Neutral
3282,15704546335_10154001240281336,The Republican National Committee dropped the conservative magazine National Review as a debate sponsor after it published an issue devoted to why voters should reject Donald J. Trump.,RNC Cuts Debate Ties with Conservative Magazine Over Anti-Trump Issue,link,http://www.foxnews.com/politics/2016/01/22/rnc-cuts-debate-ties-with-conservative-magazine-over-anti-trump-issue.html,2016-01-22 12:35:34,6124,1621,603,Republican National Committee dropped conservative magazine National Review debate sponsor published issue devoted voters reject  ,trump,Neutral
3284,15704546335_10154000961616336,Whoopi Goldberg is planning to move out of the country if Donald J. Trump is elected the next president of the United States. http://fxn.ws/1Jp2YYW,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154000961616336/?type=3,2016-01-22 10:38:36,70095,61093,11278,Whoopi Goldberg planning move country   elected president United States httpfxnwsJpYYW,trump,Neutral
3285,15704546335_10154000729946336,ICYMI: Willie Robertson has endorsed Donald J. Trump for president. http://fxn.ws/1PsAB8r,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154000729946336/?type=3,2016-01-22 08:39:55,37174,2421,5256,ICYMI Willie Robertson endorsed   president httpfxnwsPsABr,trump,Neutral
3287,15704546335_10153999684916336,"“Listen to the stupidity.”

Donald J. Trump slammed John Kerry for admitting that some of the billions of dollars handed over to Iran in the nuclear deal will likely end up in the hands of terrorists.",,video,https://www.facebook.com/FoxNews/videos/10153999684916336/,2016-01-21 23:00:01,31012,2679,12108,Listen stupidity   slammed John Kerry admitting billions dollars handed Iran nuclear deal will hands terrorists,trump,Neutral
3288,15704546335_10153999809286336,"A group of leading conservatives are trying to persuade other ""conservative thinkers"" to speak out against Republican presidential front-runner Donald J. Trump.",Leading Conservatives Unite to Stop Trump From Winning GOP Nomination,link,http://insider.foxnews.com/2016/01/21/leading-conservatives-unite-stop-donald-trump-winning-gop-nomination,2016-01-21 22:00:00,3611,4536,751,group leading conservatives persuade conservative thinkers speak Republican presidential frontrunner  ,trump,Neutral
3290,15704546335_10153998479891336,Donald J. Trump leads the pack among likely GOP primary voters in New Hampshire.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10153998479891336/?type=3,2016-01-21 08:55:37,6643,1009,716,  leads pack GOP primary voters Hampshire,trump,Neutral
3295,15704546335_10153997143281336,"In light of yesterday’s big endorsement, would Donald J. Trump consider giving Sarah Palin a role in his cabinet? http://bit.ly/1PpFsHq",insider.foxnews.com,link,http://insider.foxnews.com/sites/insider.foxnews.com/files/fired.gif,2016-01-20 17:45:00,2564,1131,182,light yesterday big endorsement   consider Sarah Palin role cabinet httpbitlyPpFsHq,trump,Neutral
3297,15704546335_10153996905236336,"While campaigning for Donald J. Trump today, Sarah Palin spoke about her son Track, a combat veteran, who was arrested this week in a domestic violence case. 

“I can certainly relate with other families who kind of feel these ramifications of some PTSD,” she said.",,video,https://www.facebook.com/FoxNews/videos/10153996905236336/,2016-01-20 14:32:03,7987,1804,1440,campaigning   today Sarah Palin spoke son Track combat veteran arrested week domestic violence case relate families kind feel ramifications PTSD,trump,Negative
3298,15704546335_10153996658746336,ICYMI: Watch Sarah Palin endorse Donald J. Trump for president.,,video,https://www.facebook.com/FoxNews/videos/10153996658746336/,2016-01-20 13:00:00,12436,2511,1980,ICYMI Watch Sarah Palin endorse   president,trump,Neutral
3299,15704546335_10153994827946336,Donald J. Trump said John Wayne represented strength and power — which the American people are looking for.,Trump Endorsed by John Wayne's Daughter,link,http://www.foxnews.com/politics/2016/01/19/trump-endorsed-by-john-waynes-daughter.html,2016-01-20 08:00:57,11213,684,855,  John Wayne represented strength power American people,trump,Neutral
3300,15704546335_10153994655271336,What are your thoughts on Donald J. Trump comments regarding Ted Cruz's “rough temperament”?,,video,https://www.facebook.com/FoxNews/videos/10153994655271336/,2016-01-19 23:15:00,2031,2648,178,thoughts   comments Ted Cruzs rough temperament,trump,Neutral
3302,15704546335_10153995224511336,"“If you love your freedom, thank a vet.”

During her endorsement speech for Donald J. Trump, Sarah Palin said “I believe that you're ready to see that our vets are treated better than illegal immigrants are treated in this country."" http://bit.ly/1T2AQgc",,video,https://www.facebook.com/FoxNews/videos/10153995224511336/,2016-01-19 20:15:00,7552,1249,1763,love freedom vet endorsement speech   Sarah Palin ready vets treated better illegal immigrants treated country httpbitlyTAQgc,trump,Neutral
3303,15704546335_10153995202216336,"“Only one candidate’s record of success proves he is the master of 'The Art of the Deal.'”

Moments ago, Sarah Palin officially endorsed Donald J. Trump, saying “I’m here to support the next president of the United States.” http://bit.ly/1T2AQgc",,video,https://www.facebook.com/FoxNews/videos/10153995202216336/,2016-01-19 19:16:29,31008,4869,9613,candidate record success proves master Art Deal Moments ago Sarah Palin officially endorsed   support president United States httpbitlyTAQgc,trump,Neutral
3304,15704546335_10153994918446336,BREAKING NEWS: Sarah Palin endorses Donald J. Trump for president. http://fxn.ws/1nwCniA,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10153994918446336/?type=3,2016-01-19 16:39:38,25966,3507,3876,BREAKING NEWS Sarah Palin endorses   president httpfxnwsnwCniA,trump,Neutral
3305,15704546335_10153994885611336,"Bristol Palin slammed Ted Cruz and says her mom Sarah Palin should endorse Donald J. Trump.

READ: http://bit.ly/1V6a5Gd",,video,https://www.facebook.com/FoxNews/videos/10153994885611336/,2016-01-19 16:21:23,4739,2151,471,Bristol Palin slammed Ted Cruz mom Sarah Palin endorse  READ httpbitlyVaGd,trump,Neutral
3307,15704546335_10153993957601336,"This morning on Fox & Friends, Herman Cain discussed ""the phenomenon"" of people who are going from ""Democrat to Trump."" http://bit.ly/1T1PxQJ

(CC: Donald J. Trump)",,video,https://www.facebook.com/FoxNews/videos/10153993957601336/,2016-01-19 08:49:52,19344,2215,6584,morning Fox Friends Herman Cain discussed phenomenon people going Democrat  httpbitlyTPxQJCC  ,trump,Neutral
3309,15704546335_10153992087356336,ICYMI: Do you think the United States would “win” with Donald J. Trump as president?,,video,https://www.facebook.com/FoxNews/videos/10153992087356336/,2016-01-18 23:15:00,11045,2811,1042,ICYMI United States win   president,trump,Neutral
3311,15704546335_10153992319171336,Guzmán’s legal team cited the hostile environment in the U.S. toward Mexicans following Donald J. Trump’s comments as evidence that he wouldn’t get a fair shake north of the border.,‘Chapo’ Guzmán’s Lawyers Cite Trump to Show Drug Lord Won’t Get Fair Trial in U.S.,link,http://latino.foxnews.com/latino/news/2016/01/18/chapo-guzmans-lawyers-cite-trump-to-show-drug-lord-wont-get-fair-trial-in-us/,2016-01-18 18:30:00,1545,1565,244,Guzm legal team cited hostile environment Mexicans   comments evidence wouldn fair shake north border,trump,Negative
3312,15704546335_10153992062476336,Do you think the United States would “win” with Donald J. Trump as president?,,video,https://www.facebook.com/FoxNews/videos/10153992062476336/,2016-01-18 13:51:24,48442,7971,12382,United States win   president,trump,Neutral
3313,15704546335_10153991832426336,Donald J. Trump spoke about protecting Christianity during a speech at Liberty University today. http://bit.ly/1ZHybhn,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10153991832426336/?type=3,2016-01-18 12:22:49,92491,5549,12154,  spoke protecting Christianity speech Liberty University today httpbitlyZHybhn,trump,Neutral
3314,15704546335_10153991383511336,"“Start supporting your own party’s frontrunner!”

Judge Jeanine Pirro believes the GOP’s “unsolicited” criticism about Donald J. Trump will cost them the election. Watch her Opening Statement below and tell us what you think. http://bit.ly/1OAJX2o",,video,https://www.facebook.com/FoxNews/videos/10153991383511336/,2016-01-18 08:51:18,23971,4814,16479,Start supporting party frontrunner Judge Jeanine Pirro believes GOP unsolicited criticism   will cost election Watch Opening Statement httpbitlyOAJXo,trump,Neutral
